molecule_chembl_id,canonical_smiles,median_ic50_nM,n_measurements
CHEMBL5411157,CO[C@H]1CCCCC[C@H]1NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,34.0,1
CHEMBL5405680,COC(=O)[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,34.0,1
CHEMBL5094822,Cc1cc2cc(-c3cc(N)nc(N)c3)ccc2o1,34.0,1
CHEMBL5092828,Cc1nc(NCc2ccoc2)c2c(-c3ccnc(N)c3)c[nH]c2n1,34.0,2
CHEMBL5633185,Cn1cc(-c2cccc(NC(=O)c3cc4c(nc3O[C@H]3C[C@@H](O)C3)OC(C)(C)C4)n2)cn1,34.0,1
CHEMBL3940669,NC(=O)c1nc2ccc3ncnc(Nc4ccc(Cl)cc4Cl)c3c2s1,34.9,1
CHEMBL6173699,COc1ccc2c(c1)C(=O)c1sc3ccc(O)cc3c1-2,35.0,1
CHEMBL1396654,Cc1ccsc1CNc1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,35.0,1
CHEMBL5173320,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1F,35.0,1
CHEMBL5434955,COC(=O)[C@H](Cc1ccccc1)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,35.0,1
CHEMBL5203292,NC1=N/C(=C\c2ccc3c(c2)OCO3)C(=O)N1,35.0,1
CHEMBL4460242,CCCn1c2cc(OC)ccc2c2ccnc(C)c21,35.0,1
CHEMBL5092245,COc1nc(C)nc2[nH]cc(-c3ccnc(C)c3)c12,35.0,2
CHEMBL301226,COc1ccc(-c2c3c4cc(OC)c(O)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O,35.0,1
CHEMBL5411626,CC(C)(C)OC[C@H](NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1)c1ccccc1,35.0,1
CHEMBL325351,CCCCn1c2cc(OC)ccc2c2ccnc(C)c21,35.0,1
CHEMBL2386768,COC(=N)c1nc2ccc3ncnc(Nc4ccc(N(C)C)cc4)c3c2s1,35.64,2
CHEMBL5087900,Nc1cc(-c2ccc3occc3c2)nc(N)n1,36.0,1
CHEMBL5429359,COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3ncsc3n2)C(=O)N1,36.5,1
CHEMBL3094438,Cc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,37.0,1
CHEMBL5409493,Cn1ncc2cc(/C=C3\N=C(NC4CCCCCC4)NC3=O)ccc21,37.0,1
CHEMBL5287080,Cc1[nH]nc2ccc(-c3cncc(OC[C@@H](N)CC(C)C)c3)cc12,37.2,1
CHEMBL4294049,COc1ccc(C(=O)Nc2cncc(-c3cc(-c4cccnc4)cs3)c2)c(F)c1,37.3,1
CHEMBL359554,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,38.0,1
CHEMBL6174603,COc1ccc(F)c(C(=O)Nc2cncc(-c3cc(-c4cccnc4)cs3)c2)c1,38.0,1
CHEMBL1515144,CCN(Cc1cccs1)c1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,38.0,1
CHEMBL5422963,COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3nn(C)cc3c2)C(=O)N1,38.5,1
CHEMBL4061526,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(NC(C)=O)c3)n2n1,39.0,1
CHEMBL3963605,Nc1ncc(-c2ccccc2)nc1C(=O)Nc1cnccc1N1CCC(N)CC1,39.0,1
CHEMBL3589673,COc1ccc2nc(C(=O)O)c3c4cccc(Cl)c4[nH]c3c2c1,39.0,1
CHEMBL4440790,COc1ccc2c3ccnc(C)c3n(CCCNC(=O)OC(C)(C)C)c2c1,39.0,1
CHEMBL2386767,COC(=N)c1nc2ccc3ncnc(Nc4ccc(C(C)(C)C)cc4)c3c2s1,39.03,2
CHEMBL6014908,CC(=O)Nc1cncc(-c2nc3cc(C(C)=O)ccc3s2)c1,40.0,1
CHEMBL3775393,O=C1NC(=S)S/C1=C\c1ccc2ncsc2c1,40.0,1
CHEMBL1868723,FC(F)(F)c1cccc(Nc2nccc(-c3ccc4c(c3)OCO4)n2)c1,40.0,2
CHEMBL3735506,COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cccc(F)c4F)cc23)CC1,40.0,1
CHEMBL5206143,CCCSC1=N/C(=C\c2ccc3c(c2)OCO3)C(=O)N1,40.0,1
CHEMBL5271428,COc1ccc(/C=C2\SC(NCCCN3CCN(CCCNC4=NC(=O)/C(=C/c5ccc(OC)cc5)S4)CC3)=NC2=O)cc1,40.0,1
CHEMBL5207883,N#Cc1c(-c2ccccc2)[nH]c2c(Cl)cccc12,40.0,1
CHEMBL3103192,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCN,40.0,1
CHEMBL5394477,O=C1NC(NC2CCCCC2)=N/C1=C\c1ccc2ncoc2c1,40.0,1
CHEMBL2392365,Brc1cc(Br)cc(CNc2nccc(-c3ccc4c(c3)OCO4)n2)c1,40.5,2
CHEMBL5071425,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@H](C)Oc1ccccc1,40.5,2
CHEMBL3954779,C#Cc1cccc(Nc2ncnc3ccc4nc(C(=N)OC)sc4c23)c1,40.76,1
CHEMBL6171555,CN1CCC(n2cc(-c3cnc4[nH]cc(-c5cccc(F)c5)c4c3)cn2)CC1,41.0,1
CHEMBL3589674,COc1cccc(-c2ccc3nc(C(=O)O)c4c5cccc(Cl)c5[nH]c4c3c2)c1,41.0,1
CHEMBL3094451,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCc4cccs4)ccc3Cl)c(=O)[nH]c2n1,41.0,1
CHEMBL44889,COc1ccc2c3ccnc(C)c3n(C)c2c1,41.5,2
CHEMBL5415462,O=C1NC(NC(CO)C2CCCCC2)=N/C1=C\c1ccc2ncsc2c1,42.0,1
CHEMBL5432739,O=C1NC(NC2CCC(F)(F)CC2)=N/C1=C\c1ccc2ncsc2c1,42.0,1
CHEMBL5089218,Nc1cc(-c2ccc3occc(=O)c3c2)cc(N)n1,42.0,1
CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,42.0,2
CHEMBL4292442,Cn1cc(-c2csc(-c3cncc(NC(=O)C4CC4)c3)c2)cn1,42.6,1
CHEMBL2386750,COC(=N)c1nc2ccc3ncnc(Nc4cccc(C#N)c4)c3c2s1,42.7,2
CHEMBL4634969,CC(C)Cn1cc(-c2ccncc2)c2ccncc21,43.0,2
CHEMBL4096575,Nc1ccc(-c2cnc3[nH]cc(-c4ccc(O)cc4)c3c2)cc1,43.0,3
CHEMBL4287985,c1cncc(-c2cc(-c3cncs3)cs2)c1,43.0,1
CHEMBL4641839,C[C@@H]1CN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)C[C@H](C)O1,43.3,1
CHEMBL5793066,COc1ccc2sc(-c3cnccc3NC(=O)CNS(C)(=O)=O)nc2c1,43.7,1
CHEMBL5075321,Cc1[nH]c2ncc3cc2c1-c1cn(nc1C(F)(F)F)CCCC(=O)N(C)Cc1nn(C)c(C#N)c1-3,44.0,1
CHEMBL5422295,O=C1NC(N[C@@H](CO)CC2CCCC2)=N/C1=C\c1ccc2ncsc2c1,44.0,1
CHEMBL5206744,O=C1NC(Nc2ccccn2)=N/C1=C\c1ccc2c(c1)OCO2,44.0,1
CHEMBL4878881,Oc1ccc(-c2cnc3[nH]nc(-c4ccccc4)c3c2)cc1,44.0,1
CHEMBL5426049,CC[C@H](CO)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,44.0,1
CHEMBL567331,c1csc(CNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)c1,44.5,2
CHEMBL5179350,O=C(Nc1ccc(NS(=O)(=O)c2cccc(F)c2)cc1)Nc1nc2ccc(O)cc2s1,45.0,2
CHEMBL5412998,O=C1NC(NC2CC3CCC2C3)=N/C1=C\c1ccc2ncsc2c1,45.0,1
CHEMBL5424363,O=C1NC(N[C@H]2CCOC2)=N/C1=C\c1ccc2ncsc2c1,45.0,1
CHEMBL4514653,COC(=O)CCn1c2cc(OC)ccc2c2ccnc(C)c21,45.5,2
CHEMBL3589660,O=C(O)c1nc2ccccc2c2[nH]c3c(Cl)cccc3c12,46.0,2
CHEMBL4073997,Nc1nccc(-c2c[nH]c3c(Cl)cccc23)n1,46.0,1
CHEMBL5430357,O=C1NC(NC2CCCCC2)=N/C1=C\c1ccc2ncsc2c1,46.0,1
CHEMBL5429789,O=C1NC(N[C@@H]2CCC[C@H]2O)=N/C1=C\c1ccc2ncsc2c1,46.0,1
CHEMBL5273528,CCNc1cc(Nc2ccc(C(=O)N3CCC(N4CCOCC4)CC3)cc2OC)nc2[nH]cc(C(F)(F)F)c12,46.1,3
CHEMBL5084504,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C1CCCC1,46.5,2
CHEMBL5410991,O=C1NC(NC2CCCCCC2)=N/C1=C\c1ccc2c(c1)OCO2,47.0,1
CHEMBL5417693,O=C1NC(N[C@@H]2CCCC[C@H]2O)=N/C1=C\c1ccc2ncsc2c1,47.0,1
CHEMBL3094444,COc1ncc2cc(C(=O)Nc3cc(C(N)=O)ccc3Cl)c(=O)[nH]c2n1,47.0,1
CHEMBL3916163,CCCCOC(=N)c1nc2ccc3ncnc(Nc4ccc(Cl)cc4Cl)c3c2s1,47.5,1
CHEMBL5077422,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCOc1ccccn1,47.5,2
CHEMBL6142609,Fc1cccc(-c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c1,48.0,1
CHEMBL1803085,O=C1NC(Nc2ccc(O)cc2)=N/C1=C\c1ccc2c(c1)OCO2,48.5,2
CHEMBL5405969,O=C1NC(NCc2ccccc2)=N/C1=C\c1ccc2ncsc2c1,49.0,1
CHEMBL4295177,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)c1ccc(F)cc1F,49.0,1
CHEMBL4173266,COc1ccc2c(c1)[nH]c1c(C)nc(CO)cc12,49.5,1
CHEMBL4084919,CC[C@H](CO)/N=C/c1cccc(-c2cnc3ccc(N[C@H](CC)CO)nn23)c1,50.0,1
CHEMBL5288413,NCCC(NC(=O)c1ccc(Cl)c(NC(=O)c2cc3cnc(CC(N)=O)nc3[nH]c2=O)c1)c1ccccc1,50.0,1
CHEMBL5394613,O=C1NC(NC23CC4CC(CC(C4)C2)C3)=N/C1=C\c1ccc2c(c1)CCO2,50.0,1
CHEMBL5394394,CO[C@@H]1CCCC[C@H]1NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,50.0,1
CHEMBL5394513,Cn1ncc2cccc(NC3=N/C(=C\c4ccc5ncsc5c4)C(=O)N3)c21,50.0,1
CHEMBL3883764,N#Cc1cc2cnccc2c2[nH]c3ccccc3c12,50.0,1
CHEMBL5431535,O=C1NC(N[C@@H](CO)CC2CCCCC2)=N/C1=C\c1ccc2ncsc2c1,50.0,1
CHEMBL5083242,COc1nc(C)nc2[nH]cc(-c3ccncc3)c12,50.0,1
CHEMBL3092862,NCCOCCOCCOc1ccc(NC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2)cc1,50.0,1
CHEMBL6147383,COCCn1nc2c(c1C#N)-c1cnc3[nH]cc(c3c1)-c1cn(nc1C(F)(F)F)CCCC(=O)N(C)C2,50.0,1
CHEMBL5429703,O=C1NC(N[C@H]2CCCC[C@H]2O)=N/C1=C\c1ccc2ncsc2c1,51.0,1
CHEMBL5082456,CCCCn1c(C)nc2ccc(-c3cc(N)nc(N)c3)nc21,51.0,2
CHEMBL5076145,Cc1nc(NCc2cscn2)c2c(-c3ccnc(N)c3)c[nH]c2n1,51.0,1
CHEMBL1396483,CN(Cc1nccs1)c1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,51.0,1
CHEMBL5072383,Cc1nc(N)c2c(C#N)c(-c3cccc(F)c3F)[nH]c2n1,51.0,2
CHEMBL4292471,Cc1ccc(C(=O)Nc2cncc(-c3cc(-c4cccnc4)cs3)c2)cc1,51.4,1
CHEMBL5905563,COc1ccc2sc(-c3cnccc3NC3CCN(S(C)(=O)=O)CC3)nc2c1,51.8,1
CHEMBL409450,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,52.0,1
CHEMBL3094439,COc1nc(C)c2cc(C(=O)Nc3cc(C(=O)NC(CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,52.0,1
CHEMBL6171601,COc1ccc2sc3c(c2c1)-c1ccccc1C3=O,52.0,1
CHEMBL4089159,COC(=O)C1=C(Nc2ccccc2Cl)O/C(=C\c2c[nH]c3ncccc23)C1=O,53.0,1
CHEMBL5406864,COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3c(c2)OCO3)C(=O)N1C,53.5,1
CHEMBL6175513,COc1cccc2c1C(=O)c1sc3ccc(O)cc3c1-2,54.0,1
CHEMBL5397281,O=C1NC(N[C@@H]2CCCOC2)=N/C1=C\c1ccc2ncsc2c1,54.0,1
CHEMBL5187181,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1F)c1cc(O)c(O)c(O)c1F,54.0,1
CHEMBL4755730,C=C(c1ccc2c(c1)CC(C)(C)c1c(N)ncnc1-2)C1CCNCC1,54.0,1
CHEMBL3982462,COC(=N)c1nc2ccc3ncnc(Nc4ccc(N5CCCC5)cc4)c3c2s1,54.84,1
CHEMBL5957135,COc1cc(C(=O)N2CCOCC2)ccc1Nc1cc(NC2CC2)c2c(C(F)(F)F)c[nH]c2n1,55.0,1
CHEMBL5859322,COCCNc1cc(Nc2cnn([C@H]3CCN(C4COC4)C[C@@H]3F)c2Cl)nc2[nH]cc(C(F)(F)F)c12,55.0,1
CHEMBL5895266,COCCN(C)c1cc(Nc2cnn([C@H]3CCN(C4COC4)C[C@@H]3F)c2Cl)nc2[nH]cc(C(F)(F)F)c12,55.0,1
CHEMBL5969885,COCCNc1cc(Nc2cc(OC)c(OC)c(OC)c2)nc2[nH]cc(C#N)c12,55.0,1
CHEMBL5905231,CCNc1cc(Nc2cnn([C@H]3CCN(C4COC4)C[C@@H]3F)c2Cl)nc2[nH]cc(C(F)(F)F)c12,55.0,1
CHEMBL6022072,CNc1cc(Nc2cnn([C@H]3CCN(C4COC4)C[C@@H]3F)c2Cl)nc2[nH]cc(C(F)(F)F)c12,55.0,1
CHEMBL5839782,CCNc1cc(Nc2cc(F)c(C(=O)NC3CCN(C(C)C)CC3)cc2OC)nc2[nH]cc(C(F)(F)F)c12,55.0,1
CHEMBL5843170,CCNc1cc(Nc2ccc(C(=O)N3CCC(N4CCN(C)CC4)CC3)cc2OC)nc2[nH]cc(C(F)(F)F)c12,55.0,1
CHEMBL5811543,CCNc1cc(Nc2cc(OC)c(OC)c(OC)c2)nc2[nH]cc(C(F)(F)F)c12,55.0,1
CHEMBL6048308,COCCNc1cc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)nc2[nH]cc(C(F)(F)F)c12,55.0,1
CHEMBL5771313,COCCNc1cc(Nc2ccc(C(=O)N3CCN(C)CC3)cc2OC)nc2[nH]cc(C(F)(F)F)c12,55.0,1
CHEMBL5879474,COCCN(C)c1cc(Nc2ccc(C(=O)N3CCC(N4CCOCC4)CC3)cc2OC)nc2[nH]cc(C(F)(F)F)c12,55.0,1
CHEMBL5888844,CNc1cc(Nc2cc(F)c(C(=O)N3CCN(C)CC3)cc2OC)nc2[nH]cc(C(F)(F)F)c12,55.0,1
CHEMBL5838450,COc1cc(C(=O)N2CCC(N3CCOCC3)CC2)ccc1Nc1cc(N[C@@H](CO)C(C)C)c2c(C(F)(F)F)c[nH]c2n1,55.0,1
CHEMBL1236620,CCOC(=O)c1c(/C(C#N)=C\N)c2ccc(Cl)c(Cl)c2n1C,55.0,6
CHEMBL6039040,COCCN(C)c1cc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)nc2[nH]cc(C(F)(F)F)c12,55.0,1
CHEMBL5913815,COc1cc(C(=O)N2CCC(N3CCOCC3)CC2)ccc1Nc1cc(NC2CC2)c2c(C(F)(F)F)c[nH]c2n1,55.0,1
CHEMBL6002009,COCCNc1cc(Nc2cc(F)c(C(=O)NC3CCN(C)CC3)cc2OC)nc2[nH]cc(C(F)(F)F)c12,55.0,1
CHEMBL5918840,COc1cc(C(=O)N2CCC(N3CCOCC3)CC2)ccc1Nc1cc(NC(C)C)c2c(C(F)(F)F)c[nH]c2n1,55.0,1
CHEMBL4090007,CCOC(=O)c1c(/C(C#N)=C/N)c2ccc(Cl)c(Cl)c2n1C,55.2,1
CHEMBL5289480,COc1ccc2c(c1)[nH]c1c(C(F)(F)F)nccc12,56.0,1
CHEMBL4066450,COc1ccc2c(c1)[nH]c1c(CO)nccc12,56.0,3
CHEMBL4088888,CS(=O)(=O)Nc1ccc(-c2cnc3[nH]cc(-c4ccc(O)cc4)c3c2)cc1,56.0,1
CHEMBL3589675,COc1ccc(-c2ccc3nc(C(=O)O)c4c5cccc(Cl)c5[nH]c4c3c2)cc1,56.0,1
CHEMBL5406461,COCC(Cc1ccccc1)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,56.0,1
CHEMBL4871412,Oc1ccc(-c2n[nH]c3ncc(Br)cc23)cc1,56.0,1
CHEMBL5930266,CC(=O)c1ccc2sc(-c3cncc(NC(N)=O)c3)nc2c1,56.0,1
CHEMBL5072926,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCC1CCCCC1,57.0,2
CHEMBL4071322,CCOC(=O)c1cccc(-c2cnc3ccc(N[C@@H](CC)CO)nn23)c1,57.0,1
CHEMBL1476499,Cc1occc1CNc1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,57.0,1
CHEMBL4294080,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)C1CCC1,57.8,1
CHEMBL5406568,O=C1NC(NCc2ccccn2)=N/C1=C\c1ccc2ncsc2c1,58.0,1
CHEMBL5093741,CN1Cc2nn(C)c(C#N)c2-c2cnc3[nH]cc(c3c2)-c2cn(nc2C(F)(F)F)CCCC1=O,58.4,3
CHEMBL4439133,Cc1n[nH]cc1-c1cc2nc([C@@H]3CCCCN3)[nH]c(=O)c2s1.Cl.Cl,59.0,1
CHEMBL4277878,COc1cc2cc(C(=O)Nc3cc(C(=O)NC(CN)c4ccccc4)ccc3C)c(=O)[nH]c2cc1OC,59.0,1
CHEMBL5180939,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1cc(O)c(O)c(O)c1F)c1cc(O)c(O)c(O)c1,60.0,1
CHEMBL269538,COc1ccc2c(c1)[nH]c1c(C)nccc12,60.0,45
CHEMBL270636,CCOc1cc(/C=C2\SC(=S)NC2=O)ccc1OC,60.2,1
CHEMBL5188976,CCOc1cc(/C=C2\SC(=S)NC2=O)ccc1O,60.2,1
CHEMBL4075648,Clc1cnccc1-c1c[nH]c2cnccc12,61.0,1
CHEMBL4087456,Nc1nccc(-c2c[nH]c3cc(C(F)(F)F)ccc23)n1,62.0,1
CHEMBL5433242,O=C1CC[C@H](NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)CN1,62.0,1
CHEMBL4277134,O=C(Nc1ccc(C(=O)NCc2ccccc2)cc1)Nc1nc2ccc(O)cc2s1,63.0,4
CHEMBL4102871,CC(=O)Nc1cccc(Nc2ccc3ncc(-c4cccc(NC(C)=O)c4)n3n2)c1,63.0,1
CHEMBL4521356,COC(=O)Cn1c2cc(OC)ccc2c2ccnc(C)c21,64.0,1
CHEMBL366259,Cc1ccccc1Nc1nccc(-c2cnn3ncccc23)n1,64.0,1
CHEMBL5940537,CNCc1cncc(-c2nc3cc(C(C)=O)ccc3s2)c1,65.0,1
CHEMBL5407529,Cn1ccc(NC2=N/C(=C\c3ccc4ncsc4c3)C(=O)N2)n1,65.0,1
CHEMBL5091344,Cc1nc(N)c2c(C#N)c(-c3cccnc3)[nH]c2n1,65.0,1
CHEMBL5435495,C[C@]12CC3CC(NC4=N/C(=C\c5ccc6ncsc6c5)C(=O)N4)(C1)C[C@@](C)(C3)C2,66.0,1
CHEMBL4852944,F[C@@H]1CCN(c2nccc(-c3cnn4ncccc34)n2)C1,66.07,1
CHEMBL1957115,COc1ccc2c(c1)[nH]c1c(C(C)=O)nccc12,66.7,1
CHEMBL3970062,COC(=N)c1nc2ccc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3c2s1,66.82,1
CHEMBL1947110,O=c1oc2ccc(O)cc2c2c1[nH]c1ccc(O)cc12,67.0,2
CHEMBL5423245,Cn1cnc2ccc(/C=C3\N=C(NC4CCCCCC4)NC3=O)cc21,67.0,1
CHEMBL5425792,Cn1cc2cc(/C=C3\N=C(NC4CCCCCC4)NC3=O)ccc2n1,67.0,1
CHEMBL5091644,CCCCc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CCCC,68.0,2
CHEMBL5407057,CN1CCN(c2ncc(NC3=N/C(=C\c4ccc5ncsc5c4)C(=O)N3)cn2)CC1,68.0,1
CHEMBL5092833,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@@H](C)Oc1ccccn1,69.0,2
CHEMBL5398683,CC(C)C[C@H](COC(C)(C)C)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,69.0,1
CHEMBL4098505,Fc1cc(-c2c[nH]c3cnccc23)ccn1,69.0,1
CHEMBL5195122,COc1cc(/C=C2\N=C(Nc3ccccc3)NC2=O)ccc1O,70.0,1
CHEMBL5198172,N#Cc1c(C2CCCC2)[nH]c2c(I)cccc12,70.0,1
CHEMBL1705549,c1csc(CNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)n1,70.0,1
CHEMBL14285,Cc1nccc2c1[nH]c1cc(O)ccc12,70.0,3
CHEMBL5428588,CC(C)C[C@H](COCc1ccccc1)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,71.0,1
CHEMBL5416744,Cn1ncc2cc(/C=C3\N=C(NC45CC6CC(CC(C6)C4)C5)NC3=O)ccc21,71.0,1
CHEMBL5170033,Cc1ccc(NC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2)c(C)c1,72.0,1
CHEMBL4876980,N[C@@H]1CCN(c2nccc(-c3cnn4ncccc34)n2)C1,72.44,1
CHEMBL1947105,O=c1oc2ccc(O)cc2c2c1[nH]c1ccccc12,74.0,1
CHEMBL5395680,O=C1NC(NC2CCCCC2)=N/C1=C\c1ccc2c(c1)OCO2,74.0,1
CHEMBL5191815,C.O=c1oc2cc(O)ccc2c2c1[nH]c1ccccc12,74.0,1
CHEMBL5196635,COc1cccc(-c2cnc(N)c(C(=O)Nc3cnccc3N3CCC(C(=O)O)CC3)n2)c1,74.0,1
CHEMBL1357975,c1coc(CCNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)c1,74.0,1
CHEMBL4579529,COc1ccc2c3ccnc(C)c3n(CCCNC(C)=O)c2c1,74.0,1
CHEMBL5183602,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1F,74.0,1
CHEMBL5420112,COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3c(cnn3C)c2)C(=O)N1,74.4,1
CHEMBL4105084,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(Cl)c3)n2n1,75.0,1
CHEMBL3297832,COc1c(O)ccc2c(=O)c3c(O)cc4c(c3[nH]c12)C=CC(C)(C)O4,75.0,1
CHEMBL4080488,Cc1cc(-c2c[nH]c3cnccc23)ccn1,75.0,1
CHEMBL4874455,COc1ccc(-c2n[nH]c3ncc(-c4ccc(OC)c(OC)c4)cc23)cc1,75.0,1
CHEMBL4287083,CCCn1cc(-c2csc(-c3cncc(NC(=O)C4CC4)c3)c2)cn1,76.0,1
CHEMBL5416161,CC(C)C[C@H](COCc1ccc(F)cc1)NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1,76.0,1
CHEMBL5090552,Nc1cc(-c2ccc3oc(Cl)cc3c2)cc(N)n1,76.0,1
CHEMBL1354134,c1nc(NCC2CCCC2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1,76.0,1
CHEMBL5194689,O=C1NC(Nc2ccccc2)=N/C1=C\c1ccc2c(c1)OCCO2,76.0,1
CHEMBL5417699,COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3[nH]cnc3c2)C(=O)N1,76.6,1
CHEMBL5083557,Cc1cc(-c2ccc3occc3c2)cc(N)n1,77.0,1
CHEMBL5425748,O=C1NC(NC2CCCCCC2)=N/C1=C\c1ccc2c(c1)CCO2,77.0,1
CHEMBL6029727,CNC(=O)COc1ccc2sc(-c3cncc(NC(C)=O)c3)nc2c1,77.4,1
CHEMBL1885536,c1cc(-c2ccc3c(c2)OCO3)nc(Nc2ccc3c(c2)OCO3)n1,77.5,2
CHEMBL4077159,O/N=C/c1cccc(-c2cnc3ccc(Cl)nn23)c1,78.0,1
CHEMBL5414174,COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3ncn(C)c3c2)C(=O)N1,78.7,1
CHEMBL5418629,COCC(NC1=N/C(=C\c2ccc3ncsc3c2)C(=O)N1)C1CCCCC1,79.0,1
CHEMBL6170224,COc1cccc(-c2c[nH]c3ncc(-c4cnn(C5CCN(C)CC5)c4)cc23)c1,79.0,1
CHEMBL4093104,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(C=O)c3)n2n1,79.0,1
CHEMBL1802963,Nc1nccc(-c2c[nH]c3c(Br)cccc23)n1,79.0,1
CHEMBL4845809,c1cnn2ncc(-c3ccnc(N4CCC45COC5)n3)c2c1,79.43,1
CHEMBL4637319,Cc1cccc(N(C)c2nccc(-c3cnn4ncccc34)n2)c1,79.43,3
CHEMBL3906791,COC(=N)c1nc2ccc3ncnc(N(C)c4ccc(OC)cc4)c3c2s1,79.85,1
CHEMBL513265,COc1c(O)cc2c3c1-c1ccccc1CC3NC2=O,80.0,1
CHEMBL6168079,COc1cccc(-c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c1,81.0,1
CHEMBL4291029,COc1ccc2c3ccnc(C)c3n(CC#N)c2c1,81.0,1
CHEMBL2386744,COC(=N)c1nc2ccc3ncnc(Nc4ccc(Br)cc4F)c3c2s1,81.8,4
CHEMBL5092736,CCCCn1c(CC)nc2ccc(-c3cc(N)nc(N)c3)nc21,82.0,2
CHEMBL4563765,COc1ccc2c3ccnc(C)c3n(CCCCC(N)=O)c2c1,83.5,1
CHEMBL1725513,c1coc(CNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)c1,84.0,1
CHEMBL5428107,O=C1NC(N[C@H]2CN3CCC2CC3)=N/C1=C\c1ccc2ncsc2c1,84.0,1
CHEMBL5422667,COC[C@@H](CC(C)C)NC1=N/C(=C\c2ccc3nn(C)cc3c2)C(=O)N1C,84.4,1
CHEMBL5075335,CN1Cc2nn(C)cc2-c2cnc3[nH]cc(c3c2)-c2cnn(c2)CCCC1=O,85.5,2
CHEMBL4087125,Oc1ccc(-c2c[nH]c3ncc(-c4ccc(-c5nnn[nH]5)cc4)cc23)cc1,86.0,1
CHEMBL5081601,COc1c2c(nn1C)CN(C(C)C)C(=O)CCCn1cc(c(C(F)(F)F)n1)-c1c[nH]c3ncc-2cc13,86.0,1
